Hand Number, Hand Wager, Hand Net, Hand Total, Bank Total
2305,200,-200,14,3650
2306,100,100,21,3750
2307,100,100,19,3850
2308,100,100,20,3950
2309,100,-100,17,3850
2310,100,-100,25,3750
2311,100,0,20,3750
2312,100,100,13,3850
2313,200,200,20,4050
2314,100,-100,14,3950
2315,100,-100,22,3850
2316,100,100,12,3950
2317,100,-100,25,3850
2318,100,-100,12,3750
2319,100,100,21,3850
2320,100,-100,19,3750
2321,100,0,18,3750
2322,100,100,19,3850
2323,100,100,21,3950
2324,100,-100,13,3850
2325,100,-100,19,3750
2326,100,0,20,3750
2327,100,-100,15,3650
2328,100,150,21,3800
2329,100,-100,16,3700
2330,100,-100,17,3600
2331,200,0,21,3600
2332,100,-100,18,3500
2333,100,-100,19,3400
2334,100,100,19,3500
2335,100,-100,14,3400
2336,100,-100,19,3300
2337,100,100,20,3400
2338,100,100,20,3500
2339,100,100,20,3600
2340,100,100,20,3700
2341,100,-100,18,3600
2342,100,-100,23,3500
2343,200,200,15,3700
2344,100,-100,26,3600
2345,100,-100,17,3400
2346,100,-100,17,3400
2347,100,100,19,3500
2348,100,0,18,3500
2349,100,-100,13,3400
2350,100,100,15,3500
2351,100,100,19,3600
2352,100,-100,26,3500
2353,100,-100,16,3400
2354,100,100,19,3500
2355,100,-100,17,3300
2356,100,-100,12,3300
2357,100,150,21,3450
2358,100,100,13,3550
2359,100,150,21,3700
2360,100,100,21,3800
2361,200,-200,18,3600
2362,100,100,17,3700
2363,100,-100,14,3600
2364,100,100,19,3700
2365,100,-100,24,3600
2366,100,100,21,3700
2367,100,100,17,3800
2368,100,100,12,3900
2369,100,-100,22,3800
2370,200,0,21,3800
2371,100,150,21,3950
2372,100,100,14,4050
2373,100,-100,17,3950
2374,100,-100,24,3850
2375,100,100,19,3950
2376,100,-100,17,3850
2377,200,0,17,3850
2378,100,-100,26,3750
2379,100,100,20,3850
2380,200,200,21,4050
2381,100,-100,14,3950
2382,100,0,18,3950
2383,100,-100,14,3850
2384,100,-100,25,3750
2385,100,-100,19,3650
2386,100,-100,13,3550
2387,100,100,13,3650
2388,200,-200,13,3450
2389,100,100,13,3550
2390,100,-100,17,3450
2391,100,-100,22,3350
2392,200,-200,17,3150
2393,100,-100,16,3050
2394,100,150,21,3200
2395,200,200,19,3400
2396,100,-100,15,3300
2397,100,100,14,3400
2398,100,100,20,3500
2399,100,100,18,3600
2400,100,-100,12,3500
2401,200,0,18,3500
2402,100,100,21,3600
2403,200,200,21,3800
2404,100,0,17,3800
2405,200,-200,17,3600
2406,100,-100,22,3500
2407,100,-100,16,3400
2408,100,-100,17,3300
2409,100,-100,22,3200
2410,100,-100,26,3100
2411,100,-100,23,3000
2412,100,100,16,3100
2413,100,-100,19,3000
2414,100,100,17,3100
2415,100,100,18,3200
2416,100,100,20,3300
2417,100,0,20,3300
2418,100,100,20,3400
2419,100,100,20,3500
2420,100,-100,24,3400
2421,100,-100,15,3300
2422,100,-100,8,3200
2423,100,100,19,3300
2424,100,-100,23,3200
2425,100,-100,23,3100
2426,100,-100,22,3000
2427,100,100,18,3100
2428,100,100,19,3100
2429,100,0,17,3200
2430,100,-100,26,3100
2431,100,-100,12,3000
2432,100,-100,16,2900
2433,100,150,21,3050
2434,100,0,18,3050
2435,100,-100,15,2950
2436,100,100,19,3050
2437,200,200,20,3250
2438,100,100,19,3250
2439,100,100,18,3450
2440,100,-100,26,3350
2441,100,-100,12,3250
2442,100,-100,17,3150
2443,100,150,21,3300
2444,100,-100,22,3200
2445,100,-100,24,3100
2446,100,-100,24,3000
2447,100,100,20,3100
2448,100,-100,23,3000
2449,100,0,17,3000
2450,100,-100,26,2900
2451,100,100,20,3000
2452,100,150,21,3150
2453,100,-100,23,3050
2454,100,-100,22,2950
2455,100,-100,12,2850
2456,100,100,18,2950
2457,100,-100,13,2850
2458,200,200,16,3050
2459,200,-200,16,2850
2460,100,150,21,3000
2461,100,-100,16,2900
2462,100,-100,24,2800
2463,100,-100,18,2700
2464,100,100,13,2800
2465,100,100,20,2900
2466,100,100,18,3000
2467,200,200,19,3200
2468,100,100,20,3300
2469,100,100,18,3400
2470,100,150,21,3550
2471,100,100,15,3650
2472,100,100,13,3750
2473,100,100,20,3850
2474,100,-100,12,3750
2475,100,100,20,3850
2476,100,-100,13,3750
2477,100,-100,12,3650
2478,100,0,19,3650
2479,100,100,19,3750
2480,100,100,19,3850
2481,100,100,14,3950
2482,100,-100,23,3850
2483,100,-100,17,3750
2484,100,100,20,3850
2485,100,100,20,3950
2486,100,100,18,4050
2487,100,100,19,4150
2488,100,100,14,4250
2489,100,-100,24,4150
2490,100,100,15,4250
2491,100,0,18,4250
2492,100,100,19,4350
2493,200,200,21,4550
2494,200,200,20,4750
2495,100,100,19,4850
2496,100,-100,13,4750
2497,100,-100,20,4650
2498,100,-100,17,4550
2499,200,0,21,4550
2500,100,100,17,4650
2501,100,100,20,4750
2502,200,-200,18,4550
2503,100,-100,19,4450
2504,100,100,12,4550
2505,100,-100,18,4450
2506,100,100,21,4550
2507,100,-100,18,4450
2508,100,150,21,4600
2509,100,100,17,4700
2510,100,100,20,4800
2511,100,-100,18,4700
2512,100,100,15,4800
2513,100,-100,22,4700
2514,100,-100,17,4600
2515,100,150,21,4750
2516,100,100,20,4850
2517,100,100,21,4950
2518,100,-100,26,4850
2519,200,-200,18,4650
2520,100,-100,16,4550
2521,100,-100,17,4450
2522,100,-100,17,4350
2523,100,-100,19,4250
2524,100,100,20,4350
2525,100,100,20,4450
2526,100,100,20,4550
2527,100,-100,13,4450
2528,100,100,19,4550
2529,200,-200,14,4350
2530,100,0,18,4350
2531,100,0,20,4350
2532,200,200,19,4550
2533,100,-100,15,4450
2534,100,-100,18,4350
2535,100,0,20,4350
2536,100,0,18,4350
2537,100,100,19,4450
2538,100,-100,17,4350
2539,100,-100,25,4250
2540,200,-200,16,4050
2541,100,-100,22,3950
2542,100,-100,14,3850
2543,100,-100,18,3750
2544,100,-100,20,3650
2545,100,-100,16,3550
2546,100,100,16,3650
2547,100,100,20,3750
2548,100,100,20,3850
2549,100,100,20,3950
2550,100,-100,23,3850
2551,100,-100,18,3750
2552,100,100,19,3850
2553,100,0,17,3850
2554,100,-100,19,3750
2555,100,150,21,3900
2556,100,-100,17,3800
2557,100,-100,22,3700
2558,100,100,17,3800
2559,100,-100,22,3700
2560,100,-100,18,3600
2561,100,0,20,3600
2562,100,100,21,3700
2563,100,100,20,3800
2564,100,-100,18,3700
2565,100,-100,18,3600
2566,100,-100,23,3500
2567,100,-100,15,3400
2568,100,-100,18,3300
2569,100,-100,25,3200
2570,100,100,18,3300
2571,100,100,17,3400
2572,100,100,20,3500
2573,100,-100,23,3400
2574,100,100,19,3500
2575,100,0,18,3500
2576,100,-100,19,3400
2577,100,-100,18,3300
2578,100,-100,18,3200
2579,100,-100,24,3100
2580,100,-100,17,3000
2581,100,100,18,3100
2582,100,-100,17,3000
2583,100,100,19,3100
2584,100,-100,17,3000
2585,100,150,21,3150
2586,100,100,13,3250
2587,100,-100,17,3150
2588,100,-100,18,3050
2589,100,-100,23,2950
2590,100,-100,18,2850
2591,100,150,21,3000
2592,200,0,21,3000
2593,200,-200,12,2800
2594,100,-100,18,2700
2595,100,-100,24,2600
2596,100,-100,18,2500
2597,200,200,13,2700
2598,200,200,20,2900
2599,100,-100,20,2800
2600,100,100,15,2900
2601,100,-100,16,2800
2602,100,-100,18,2700
2603,100,100,21,2800
2604,100,100,19,2900
2605,200,200,14,3100
2606,100,-100,26,3000
2607,100,0,18,3000
2608,100,0,20,3000
2609,100,-100,22,2900
2610,100,-100,17,2800
2611,200,200,21,3000
2612,100,-100,19,2900
2613,100,-100,25,2800
2614,100,-100,17,2700
2615,100,100,21,2800
2616,100,-100,17,2700
2617,100,0,20,2700
2618,100,100,20,2800
2619,100,-100,19,2700
2620,100,-100,22,2600
2621,100,100,18,2700
2622,100,150,21,2850
2623,100,100,17,2950
2624,100,-100,14,2850
2625,100,100,19,2950
2626,100,-100,23,2850
2627,100,0,17,2850
2628,100,100,18,2950
2629,100,150,21,3100
2630,100,100,18,3200
2631,100,-100,18,3100
2632,100,100,18,3200
2633,100,100,19,3300
2634,100,-100,23,3200
2635,100,150,21,3350
2636,100,-100,13,3250
2637,100,-100,17,3150
2638,100,100,21,3250
2639,100,100,20,3350
2640,100,-100,13,3250
2641,200,-200,16,3050
2642,100,100,20,3150
2643,100,100,18,3250
2644,100,-100,23,3150
2645,200,200,21,3350
2646,100,-100,17,3250
2647,100,150,21,3400
2648,100,-100,24,3300
2649,100,100,18,3400
2650,100,100,19,3500
2651,200,-200,12,3300
2652,100,-100,13,3200
2653,100,-100,25,3100
2654,100,100,20,3200
2655,100,0,18,3200
2656,200,0,20,3200
2657,100,-100,25,3100
2658,100,150,21,3250
2659,100,-100,23,3150
2660,100,150,21,3300
2661,100,0,20,3300
2662,100,-100,19,3200
2663,200,0,18,3200
2664,200,-200,12,3000
2665,100,0,17,3000
2666,100,-100,26,2900
2667,100,-100,19,2800
2668,100,150,21,2950
2669,100,100,19,3050
2670,100,-100,25,2950
2671,100,-100,19,2850
2672,100,-100,17,2750
2673,100,100,19,2750
2674,100,100,18,2950
2675,100,-100,17,2850
2676,100,-100,17,2750
2677,200,-200,13,2550
2678,100,-100,25,2450
2679,100,-100,13,2350
2680,100,-100,15,2250
2681,200,200,18,2450
2682,100,150,21,2600
2683,100,-100,22,2500
2684,100,-100,24,2400
2685,100,-100,17,2300
2686,200,200,20,2500
2687,100,100,18,2600
2688,100,100,19,2700
2689,100,100,15,2800
2690,100,-100,22,2700
2691,100,-100,20,2600
2692,100,-100,22,2500
2693,100,100,20,2600
2694,100,-100,22,2500
2695,100,-100,16,2400
2696,100,-100,19,2300
2697,100,-100,23,2200
2698,100,150,21,2350
2699,100,0,20,2350
2700,100,100,19,2450
2701,100,-100,15,2350
2702,100,-100,14,2250
2703,100,-100,26,2150
2704,100,100,16,2250
2705,100,-100,15,2150
2706,100,100,16,2250
2707,200,-200,13,2050
2708,100,100,14,2150
2709,100,-100,19,2050
2710,100,-100,17,1950
2711,200,-200,13,1750
2712,100,-100,17,1650
2713,100,100,20,1750
2714,100,100,18,1850
2715,100,100,17,1950
2716,200,200,21,2150
2717,200,200,21,2350
2718,200,200,21,2550
2719,100,100,20,2650
2720,100,-100,19,2550
2721,200,-200,15,2350
2722,100,-100,19,2250
2723,100,-100,13,2150
2724,200,0,17,2150
2725,100,-100,19,2050
2726,100,100,19,2150
2727,100,0,21,2150
2728,100,-100,23,2050
2729,100,-100,26,1950
2730,100,-100,24,1850
2731,100,-100,23,1750
2732,100,-100,13,1650
2733,100,-100,18,1550
2734,100,-100,17,1450
2735,100,-100,20,1350
2736,100,-100,15,1250
2737,100,0,20,1250
2738,100,-100,25,1150
2739,200,-200,18,950
